mets	metNames	compartment	metFormulas
MAM02877n	SAM	Nucleus	C15H23N6O5S
MAM02877r	SAM	Endoplasmic reticulum	C15H23N6O5S
MAM02878m	S-aminomethyldihydrolipoamide	Mitochondria	C9H21N2OS2
MAM02880c	sarcosine	Cytosol	C3H7NO2
MAM02880m	sarcosine	Mitochondria	C3H7NO2
MAM02880x	sarcosine	Peroxisome	C3H7NO2
MAM02880e	sarcosine	Extracellular	C3H7NO2
MAM02881c	se-adenosyl-L-selenohomocysteine	Cytosol	C14H20N6O5Se
MAM02881n	se-adenosyl-L-selenohomocysteine	Nucleus	C14H20N6O5Se
MAM02882c	se-adenosylselenomethionine	Cytosol	C15H23N6O5Se
MAM02882n	se-adenosylselenomethionine	Nucleus	C15H23N6O5Se
MAM02883c	sedoheptulose-1,7-bisphosphate	Cytosol	C7H12O13P2
MAM02884c	sedoheptulose-7-phosphate	Cytosol	C7H13O10P
MAM02885c	selenate	Cytosol	O4Se
MAM02885e	selenate	Extracellular	O4Se
MAM02886c	selenide	Cytosol	HSe
MAM02887c	selenite	Cytosol	SeO3
MAM02888c	selenocystathionine	Cytosol	C7H14N2O4Se
MAM02889c	selenocysteine	Cytosol	C3H7NO2Se
MAM02890c	selenohomocysteine	Cytosol	C4H9NO2Se
MAM02891c	selenomethionine	Cytosol	C5H11NO2Se
MAM02892c	selenomethionine-se-oxide	Cytosol	C5H11NO3Se
MAM02893c	selenomethionyl-tRNA(met)	Cytosol	C5H11NOSeR
MAM02894c	selenophosphate	Cytosol	H2O3PSe
MAM02895c	se-methyl-L-selenocysteine	Cytosol	C4H9NO2Se
MAM02896c	serine	Cytosol	C3H7NO3
MAM02896l	serine	Lysosome	C3H7NO3
MAM02896m	serine	Mitochondria	C3H7NO3
MAM02896x	serine	Peroxisome	C3H7NO3
MAM02896e	serine	Extracellular	C3H7NO3
MAM02897c	serotonin	Cytosol	C10H13N2O
MAM02897e	serotonin	Extracellular	C10H13N2O
MAM02898c	S-farnesyl-protein	Cytosol	C19H30N2O2SR2
MAM02899m	S-glutaryldihydrolipoamide	Mitochondria	C13H22NO4S2
MAM02900c	S-glutathionyl-2-4-dinitrobenzene	Cytosol	C16H17N5O10S
MAM02900e	S-glutathionyl-2-4-dinitrobenzene	Extracellular	C16H17N5O10S
MAM02901c	S-glutathionyl-ethacrynic acid	Cytosol	C23H25Cl2N3O9S
MAM02901e	S-glutathionyl-ethacrynic acid	Extracellular	C23H25Cl2N3O9S
MAM02902c	sialyl(1,3)-sialyl(2,6)-galactosylgloboside	Cytosol	C72H121N4O43RCO
MAM02902g	sialyl(1,3)-sialyl(2,6)-galactosylgloboside	Golgi apparatus	C72H121N4O43RCO
MAM02902e	sialyl(1,3)-sialyl(2,6)-galactosylgloboside	Extracellular	C72H121N4O43RCO
MAM02903c	sialyl(2,3)-sialyl(2,6)-galactosylgloboside	Cytosol	C72H121N4O43RCO
MAM02903g	sialyl(2,3)-sialyl(2,6)-galactosylgloboside	Golgi apparatus	C72H121N4O43RCO
MAM02903e	sialyl(2,3)-sialyl(2,6)-galactosylgloboside	Extracellular	C72H121N4O43RCO
MAM02904c	sialyl-3-paragloboside	Cytosol	C55H95N3O30RCO
MAM02904g	sialyl-3-paragloboside	Golgi apparatus	C55H95N3O30RCO
MAM02905g	sialyl-galactosylgloboside	Golgi apparatus	C61H105N3O35RCO
MAM02906g	sialyl-T antigen	Golgi apparatus	C25H40N2O18X
MAM02907c	sialyl-Tn antigen	Cytosol	C19H30N2O13X
MAM02907g	sialyl-Tn antigen	Golgi apparatus	C19H30N2O13X
MAM02907e	sialyl-Tn antigen	Extracellular	C19H30N2O13X
MAM02908c	SM pool	Cytosol	C23H48N2O5PRCO
MAM02908g	SM pool	Golgi apparatus	C23H48N2O5PRCO
MAM02908l	SM pool	Lysosome	C23H48N2O5PRCO
MAM02908r	SM pool	Endoplasmic reticulum	C23H48N2O5PRCO
MAM02909e	SMCFA-blood-pool	Extracellular	CHO2R
MAM02910c	S-methyl-5-thio-D-ribulose-1-phosphate	Cytosol	C6H11O7PS
MAM02911c	sn-glycero-3-phospho-1-inositol	Cytosol	C9H18O11P
MAM02912c	sn-glycerol-3-PC	Cytosol	C8H20NO6P
MAM02913c	sn-glycerol-3-PE	Cytosol	C5H14NO6P
MAM02914c	sn-glycerol-3-phosphate	Cytosol	C3H7O6P
MAM02914m	sn-glycerol-3-phosphate	Mitochondria	C3H7O6P
MAM02914x	sn-glycerol-3-phosphate	Peroxisome	C3H7O6P
MAM02915c	somatostatin fragment 3-14	Cytosol	C72H100N16O17S2
MAM02916c	somatostatin	Cytosol	C77H108N18O19S2
MAM02917c	sorbitol-3-phosphate	Cytosol	C6H13O9P
MAM02918c	S-palmitoylprotein	Cytosol	C20H36N2O3SR2
MAM02919c	spermic acid 1	Cytosol	C10H25N3O2
MAM02920c	spermidine dialdehyde	Cytosol	C7H14NO2
MAM02920x	spermidine dialdehyde	Peroxisome	C7H14NO2
MAM02920e	spermidine dialdehyde	Extracellular	C7H14NO2
MAM02921c	spermidine monoaldehyde 1	Cytosol	C7H18N2O
MAM02921x	spermidine monoaldehyde 1	Peroxisome	C7H18N2O
MAM02921e	spermidine monoaldehyde 1	Extracellular	C7H18N2O
MAM02922c	spermidine monoaldehyde 2	Cytosol	C7H18N2O
MAM02922x	spermidine monoaldehyde 2	Peroxisome	C7H18N2O
MAM02922e	spermidine monoaldehyde 2	Extracellular	C7H18N2O
MAM02923c	spermidine	Cytosol	C7H22N3
MAM02923x	spermidine	Peroxisome	C7H22N3
MAM02923e	spermidine	Extracellular	C7H22N3
MAM02924c	spermine dialdehyde	Cytosol	C10H22N2O2
MAM02924x	spermine dialdehyde	Peroxisome	C10H22N2O2
MAM02924e	spermine dialdehyde	Extracellular	C10H22N2O2
MAM02925c	spermine monoaldehyde	Cytosol	C10H26N3O
MAM02925x	spermine monoaldehyde	Peroxisome	C10H26N3O
MAM02925e	spermine monoaldehyde	Extracellular	C10H26N3O
MAM02926c	spermine	Cytosol	C10H30N4
MAM02926x	spermine	Peroxisome	C10H30N4
MAM02926e	spermine	Extracellular	C10H30N4
MAM02927c	sphinganine	Cytosol	C18H40NO2
MAM02927r	sphinganine	Endoplasmic reticulum	C18H40NO2
MAM02928c	sphinganine-1-phosphate	Cytosol	C18H39NO5P
MAM02928r	sphinganine-1-phosphate	Endoplasmic reticulum	C18H39NO5P
MAM02928e	sphinganine-1-phosphate	Extracellular	C18H39NO5P
MAM02929c	sphingosine	Cytosol	C18H38NO2
MAM02929g	sphingosine	Golgi apparatus	C18H38NO2
MAM02929l	sphingosine	Lysosome	C18H38NO2
MAM02929r	sphingosine	Endoplasmic reticulum	C18H38NO2
MAM02929e	sphingosine	Extracellular	C18H38NO2
MAM02930c	sphingosine-1-phosphate	Cytosol	C18H37NO5P
MAM02930r	sphingosine-1-phosphate	Endoplasmic reticulum	C18H37NO5P
MAM02930e	sphingosine-1-phosphate	Extracellular	C18H37NO5P
MAM02931c	sphingosylphosphorylcholine	Cytosol	C23H50N2O5P
MAM02931e	sphingosylphosphorylcholine	Extracellular	C23H50N2O5P
MAM02932c	squalene 2,3-oxide	Cytosol	C30H50O
MAM02933c	squalene	Cytosol	C30H50
MAM02934m	S-succinyldihydrolipoamide	Mitochondria	C12H20NO4S2
MAM02935c	STAR	Cytosol	C1393H2267N409O414S17
MAM02935l	STAR	Lysosome	C1393H2267N409O414S17
MAM02935m	STAR	Mitochondria	C1393H2267N409O414S17
MAM02936e	starch structure 1	Extracellular	C66H112O56
MAM02937e	starch structure 2	Extracellular	C18H32O16
MAM02938c	stearate	Cytosol	C18H35O2
MAM02938l	stearate	Lysosome	C18H35O2
MAM02938r	stearate	Endoplasmic reticulum	C18H35O2
MAM02938e	stearate	Extracellular	C18H35O2
MAM02939c	stearidonic acid	Cytosol	C18H27O2
MAM02939l	stearidonic acid	Lysosome	C18H27O2
MAM02939r	stearidonic acid	Endoplasmic reticulum	C18H27O2
MAM02939e	stearidonic acid	Extracellular	C18H27O2
MAM02940c	stearoylcarnitine	Cytosol	C25H49NO4
MAM02940m	stearoylcarnitine	Mitochondria	C25H49NO4
MAM02940r	stearoylcarnitine	Endoplasmic reticulum	C25H49NO4
MAM02941c	stearoyl-CoA	Cytosol	C39H66N7O17P3S
MAM02941m	stearoyl-CoA	Mitochondria	C39H66N7O17P3S
MAM02941x	stearoyl-CoA	Peroxisome	C39H66N7O17P3S
MAM02941r	stearoyl-CoA	Endoplasmic reticulum	C39H66N7O17P3S
MAM02942m	succinate semialdehyde	Mitochondria	C4H5O3
MAM02943c	succinate	Cytosol	C4H4O4
MAM02943m	succinate	Mitochondria	C4H4O4
MAM02943x	succinate	Peroxisome	C4H4O4
MAM02943e	succinate	Extracellular	C4H4O4
MAM02944c	succinyl-CoA	Cytosol	C25H35N7O19P3S
MAM02944m	succinyl-CoA	Mitochondria	C25H35N7O19P3S
MAM02945e	sucrose	Extracellular	C12H22O11
MAM02946c	sulfate	Cytosol	O4S
MAM02946l	sulfate	Lysosome	O4S
MAM02946m	sulfate	Mitochondria	O4S
MAM02946r	sulfate	Endoplasmic reticulum	O4S
MAM02946e	sulfate	Extracellular	O4S
MAM02947c	sulfatide galactocerebroside	Cytosol	C24H45NO10SRCO
MAM02947g	sulfatide galactocerebroside	Golgi apparatus	C24H45NO10SRCO
MAM02947l	sulfatide galactocerebroside	Lysosome	C24H45NO10SRCO
MAM02948l	sulfatide	Lysosome	C25H45NO11SR
MAM02949c	sulfite	Cytosol	O3S
MAM02949m	sulfite	Mitochondria	O3S
MAM02949e	sulfite	Extracellular	O3S
MAM02950c	sulfochenodeoxycholate	Cytosol	C24H38O7S
MAM02950e	sulfochenodeoxycholate	Extracellular	C24H38O7S
MAM02951c	sulfoglycolithocholate	Cytosol	C26H41NO7S
MAM02951e	sulfoglycolithocholate	Extracellular	C26H41NO7S
MAM02952c	sulfotaurolithocholate	Cytosol	C26H43NO8S2
MAM02952e	sulfotaurolithocholate	Extracellular	C26H43NO8S2
MAM02953c	tachysterol 3	Cytosol	C27H44O
MAM02954c	TAG epoxide	Cytosol	C2HCl3O
MAM02956e	TAG-chylomicron pool	Extracellular	C6H5O6R3
MAM02957e	TAG-extraction	Extracellular	C6H5O6R3
MAM02958c	TAG-LD pool	Cytosol	C6H5O6R3
MAM02958l	TAG-LD pool	Lysosome	C6H5O6R3
MAM02958r	TAG-LD pool	Endoplasmic reticulum	C6H5O6R3
MAM02959e	TAG-VLDL pool	Extracellular	C6H5O6R3
MAM02960g	T-antigen	Golgi apparatus	C14H24NO10X
MAM02961c	taurine	Cytosol	C2H7NO3S
MAM02961x	taurine	Peroxisome	C2H7NO3S
MAM02961e	taurine	Extracellular	C2H7NO3S
MAM02962c	taurochenodeoxycholate	Cytosol	C26H45NO6S
MAM02962x	taurochenodeoxycholate	Peroxisome	C26H45NO6S
MAM02962e	taurochenodeoxycholate	Extracellular	C26H45NO6S
MAM02963c	taurocholate	Cytosol	C26H45NO7S
MAM02963x	taurocholate	Peroxisome	C26H45NO7S
MAM02963e	taurocholate	Extracellular	C26H45NO7S
MAM02964c	taurodeoxycholate	Cytosol	C26H44NO6S
MAM02964x	taurodeoxycholate	Peroxisome	C26H44NO6S
MAM02965c	taurolithocholate	Cytosol	C26H44NO5S
MAM02965x	taurolithocholate	Peroxisome	C26H44NO5S
MAM02965e	taurolithocholate	Extracellular	C26H44NO5S
MAM02966c	tauroursodeoxycholate	Cytosol	C26H45NO6S
MAM02966e	tauroursodeoxycholate	Extracellular	C26H45NO6S
MAM02967c	testosterone glucuronide	Cytosol	C25H36O8
MAM02967r	testosterone glucuronide	Endoplasmic reticulum	C25H36O8
MAM02967e	testosterone glucuronide	Extracellular	C25H36O8
MAM02968c	testosterone sulfate	Cytosol	C19H27O5S
MAM02968e	testosterone sulfate	Extracellular	C19H27O5S
MAM02969c	testosterone	Cytosol	C19H28O2
MAM02969r	testosterone	Endoplasmic reticulum	C19H28O2
MAM02969e	testosterone	Extracellular	C19H28O2
MAM02970c	tetracosanoylcarnitine	Cytosol	C31H61NO4
MAM02970r	tetracosanoylcarnitine	Endoplasmic reticulum	C31H61NO4
MAM02971c	tetracosanoyl-CoA	Cytosol	C45H78N7O17P3S
MAM02971x	tetracosanoyl-CoA	Peroxisome	C45H78N7O17P3S
MAM02971r	tetracosanoyl-CoA	Endoplasmic reticulum	C45H78N7O17P3S
MAM02972c	tetradecanoyl-[ACP]	Cytosol	C25H47N2O8PRS
MAM02973c	tetradecanoylcarnitine	Cytosol	C21H41NO4
MAM02973m	tetradecanoylcarnitine	Mitochondria	C21H41NO4
MAM02973r	tetradecanoylcarnitine	Endoplasmic reticulum	C21H41NO4
MAM02974c	tetradecenoylcarnitine(5)	Cytosol	C21H39NO4
MAM02974m	tetradecenoylcarnitine(5)	Mitochondria	C21H39NO4
MAM02974r	tetradecenoylcarnitine(5)	Endoplasmic reticulum	C21H39NO4
MAM02975c	tetradecenoylcarnitine(7)	Cytosol	C21H39NO4
MAM02975m	tetradecenoylcarnitine(7)	Mitochondria	C21H39NO4
MAM02975r	tetradecenoylcarnitine(7)	Endoplasmic reticulum	C21H39NO4
MAM02976c	tetradecenoylcarnitine(9)	Cytosol	C21H39NO4
MAM02976m	tetradecenoylcarnitine(9)	Mitochondria	C21H39NO4
MAM02976r	tetradecenoylcarnitine(9)	Endoplasmic reticulum	C21H39NO4
MAM02977c	tetraHCA	Cytosol	C27H45O6
MAM02977m	tetraHCA	Mitochondria	C27H45O6
MAM02978c	tetrahydrobiopterin	Cytosol	C9H15N5O3
MAM02978n	tetrahydrobiopterin	Nucleus	C9H15N5O3
MAM02979c	tetrahydropteroyltri-L-glutamate	Cytosol	C29H37N9O12
MAM02980c	THF	Cytosol	C19H21N7O6
MAM02980l	THF	Lysosome	C19H21N7O6
MAM02980m	THF	Mitochondria	C19H21N7O6
MAM02980e	THF	Extracellular	C19H21N7O6
MAM02981c	THF-hexaglutamate	Cytosol	C49H57N13O24
MAM02982c	thiamin	Cytosol	C12H17N4OS
MAM02982e	thiamin	Extracellular	C12H17N4OS
MAM02983c	thiamin-P	Cytosol	C12H16N4O4PS
MAM02983m	thiamin-P	Mitochondria	C12H16N4O4PS
MAM02983e	thiamin-P	Extracellular	C12H16N4O4PS
MAM02984c	thiamin-PP	Cytosol	C12H16N4O7P2S
MAM02984m	thiamin-PP	Mitochondria	C12H16N4O7P2S
MAM02985c	thiamin-PPP	Cytosol	C12H16N4O10P3S
MAM02985e	thiamin-PPP	Extracellular	C12H16N4O10P3S
MAM02986c	thiocyanate	Cytosol	CNS
MAM02986m	thiocyanate	Mitochondria	CNS
MAM02986e	thiocyanate	Extracellular	CNS
MAM02987c	thiocysteine	Cytosol	C3H7NO2S2
MAM02988c	thiol	Cytosol	HSR
MAM02989c	thiopurine	Cytosol	C5H4N4S
MAM02990c	thioredoxin	Cytosol	C525H816N128O160S8
MAM02990m	thioredoxin	Mitochondria	C525H816N128O160S8
MAM02990n	thioredoxin	Nucleus	C525H816N128O160S8
MAM02991c	thiosulfate	Cytosol	O3S2
MAM02991m	thiosulfate	Mitochondria	O3S2
MAM02991e	thiosulfate	Extracellular	O3S2
MAM02992c	threonate	Cytosol	C4H7O5
MAM02993c	threonine	Cytosol	C4H9NO3
MAM02993l	threonine	Lysosome	C4H9NO3
MAM02993m	threonine	Mitochondria	C4H9NO3
MAM02993e	threonine	Extracellular	C4H9NO3
MAM02994c	thromboxane A2	Cytosol	C20H31O5
MAM02994r	thromboxane A2	Endoplasmic reticulum	C20H31O5
MAM02994e	thromboxane A2	Extracellular	C20H31O5
MAM02995c	thromboxane B2	Cytosol	C20H33O6
MAM02995r	thromboxane B2	Endoplasmic reticulum	C20H33O6
MAM02995e	thromboxane B2	Extracellular	C20H33O6
MAM02996c	thymidine	Cytosol	C10H14N2O5
MAM02996l	thymidine	Lysosome	C10H14N2O5
MAM02996m	thymidine	Mitochondria	C10H14N2O5
MAM02996e	thymidine	Extracellular	C10H14N2O5
MAM02997c	thymine	Cytosol	C5H6N2O2
MAM02997m	thymine	Mitochondria	C5H6N2O2
MAM02997e	thymine	Extracellular	C5H6N2O2
MAM02998c	thyroxine	Cytosol	C15H11I4NO4
MAM02998r	thyroxine	Endoplasmic reticulum	C15H11I4NO4
MAM02998e	thyroxine	Extracellular	C15H11I4NO4
MAM02999m	tiglyl-CoA	Mitochondria	C26H38N7O17P3S
MAM03000g	Tn-antigen	Golgi apparatus	C8H14NO5X
MAM03000l	Tn-antigen	Lysosome	C8H14NO5X
MAM03001c	tolbutamide	Cytosol	C12H18N2O3S
MAM03001e	tolbutamide	Extracellular	C12H18N2O3S
MAM03002c	trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA	Cytosol	C43H64N7O17P3S
MAM03003c	trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA	Cytosol	C45H68N7O17P3S
MAM03004c	trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA	Cytosol	C43H66N7O17P3S
MAM03005c	trans,cis,cis,cis-2,11,14,17-eicosatetraenoyl-CoA	Cytosol	C41H62N7O17P3S
MAM03006c	trans,cis,cis,cis-2,13,16,19-docosatetraenoyl-CoA	Cytosol	C43H66N7O17P3S
MAM03007c	trans,cis,cis-2,11,14-eicosatrienoyl-CoA	Cytosol	C41H64N7O17P3S
MAM03008c	trans,cis,cis-2,13,16-docasatrienoyl-CoA	Cytosol	C43H68N7O17P3S
MAM03009m	trans,cis,cis-2,7,10-hexadecatrienoyl-CoA	Mitochondria	C37H56N7O17P3S
MAM03009x	trans,cis,cis-2,7,10-hexadecatrienoyl-CoA	Peroxisome	C37H56N7O17P3S
MAM03010m	trans,cis,cis-2,9,12-octadecatrienoyl-CoA	Mitochondria	C39H60N7O17P3S
MAM03010x	trans,cis,cis-2,9,12-octadecatrienoyl-CoA	Peroxisome	C39H60N7O17P3S
MAM03011c	trans,cis-2,11-docosadienoyl-CoA	Cytosol	C43H70N7O17P3S
MAM03012c	trans,cis-2,11-eicosadienoyl-CoA	Cytosol	C41H66N7O17P3S
MAM03012m	trans,cis-2,11-eicosadienoyl-CoA	Mitochondria	C41H66N7O17P3S
MAM03012x	trans,cis-2,11-eicosadienoyl-CoA	Peroxisome	C41H66N7O17P3S
MAM03013c	trans,cis-2,13-docosadienoyl-CoA	Cytosol	C43H70N7O17P3S
MAM03013m	trans,cis-2,13-docosadienoyl-CoA	Mitochondria	C43H70N7O17P3S
MAM03013x	trans,cis-2,13-docosadienoyl-CoA	Peroxisome	C43H70N7O17P3S
MAM03014c	trans,cis-2,13-eicosadienoyl-CoA	Cytosol	C41H66N7O17P3S
MAM03014m	trans,cis-2,13-eicosadienoyl-CoA	Mitochondria	C41H66N7O17P3S
MAM03014x	trans,cis-2,13-eicosadienoyl-CoA	Peroxisome	C41H66N7O17P3S
MAM03015c	trans,cis-2,15-tetracosadienoyl-CoA	Cytosol	C45H74N7O17P3S
MAM03015x	trans,cis-2,15-tetracosadienoyl-CoA	Peroxisome	C45H74N7O17P3S
MAM03016c	trans,cis-2,17-hexacosadienoyl-CoA	Cytosol	C47H78N7O17P3S
MAM03016x	trans,cis-2,17-hexacosadienoyl-CoA	Peroxisome	C47H78N7O17P3S
MAM03017c	trans,cis-2,8,11-eicosatrienoyl-CoA	Cytosol	C41H64N7O17P3S
MAM03018c	trans,cis-2,9-eicosadienoyl-CoA	Cytosol	C41H66N7O17P3S
MAM03019m	trans,cis-hexadeca-2,7-dienoyl-CoA	Mitochondria	C37H58N7O17P3S
MAM03019x	trans,cis-hexadeca-2,7-dienoyl-CoA	Peroxisome	C37H58N7O17P3S
MAM03020m	trans,cis-hexadeca-2,9-dienoyl-CoA	Mitochondria	C37H58N7O17P3S
MAM03020x	trans,cis-hexadeca-2,9-dienoyl-CoA	Peroxisome	C37H58N7O17P3S
MAM03021m	trans,cis-lauro-2,6-dienoyl-CoA	Mitochondria	C33H50N7O17P3S
MAM03021x	trans,cis-lauro-2,6-dienoyl-CoA	Peroxisome	C33H50N7O17P3S
MAM03022m	trans,cis-myristo-2,5-dienoyl-CoA	Mitochondria	C35H54N7O17P3S
MAM03022x	trans,cis-myristo-2,5-dienoyl-CoA	Peroxisome	C35H54N7O17P3S
MAM03023m	trans,cis-myristo-2,7-dienoyl-CoA	Mitochondria	C35H54N7O17P3S
MAM03023x	trans,cis-myristo-2,7-dienoyl-CoA	Peroxisome	C35H54N7O17P3S
MAM03024m	trans,cis-octadeca-2,11-dienoyl-CoA	Mitochondria	C39H62N7O17P3S
MAM03024x	trans,cis-octadeca-2,11-dienoyl-CoA	Peroxisome	C39H62N7O17P3S
MAM03025m	trans,cis-octadeca-2,9-dienoyl-CoA	Mitochondria	C39H62N7O17P3S
MAM03025x	trans,cis-octadeca-2,9-dienoyl-CoA	Peroxisome	C39H62N7O17P3S
MAM03026c	trans,trans,cis-geranyl-geranyl-pp	Cytosol	C20H33O7P2
MAM03027x	trans-2,3-dehydropristanoyl-CoA	Peroxisome	C40H66N7O17P3S
MAM03028x	trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA	Peroxisome	C45H66N7O17P3S
MAM03029c	trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA	Cytosol	C41H62N7O17P3S
MAM03029m	trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA	Mitochondria	C41H62N7O17P3S
MAM03029x	trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA	Peroxisome	C41H62N7O17P3S
MAM03030m	trans-2-cis,cis-5,8-tetradecatrienoyl-CoA	Mitochondria	C35H52N7O17P3S
MAM03030x	trans-2-cis,cis-5,8-tetradecatrienoyl-CoA	Peroxisome	C35H52N7O17P3S
MAM03031m	trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA	Mitochondria	C31H46N7O17P3S
MAM03031x	trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA	Peroxisome	C31H46N7O17P3S
MAM03032c	trans-3,4-dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene	Cytosol	C20H18O2
MAM03033m	trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA	Mitochondria	C41H60N7O17P3S
MAM03033x	trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA	Peroxisome	C41H60N7O17P3S
MAM03034m	trans-3-cis-8,11,14-eicosatetraenoyl-CoA	Mitochondria	C41H62N7O17P3S
MAM03034x	trans-3-cis-8,11,14-eicosatetraenoyl-CoA	Peroxisome	C41H62N7O17P3S
MAM03035m	trans-3-decenoyl-CoA	Mitochondria	C31H48N7O17P3S
MAM03035x	trans-3-decenoyl-CoA	Peroxisome	C31H48N7O17P3S
MAM03036c	trans-4,5-epoxy-(2E)-decenal	Cytosol	C10H16O2
MAM03037c	trans-4-hydroxy-L-proline	Cytosol	C5H9NO3
MAM03037m	trans-4-hydroxy-L-proline	Mitochondria	C5H9NO3
MAM03038c	trans-5,6-dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene	Cytosol	C20H18O2
MAM03039e	trehalose	Extracellular	C12H22O11
MAM03040c	TRH	Cytosol	C16H22N6O4
MAM03041c	trichloroacetate	Cytosol	C2Cl3O2
MAM03042c	trichloroethanol glucuronide	Cytosol	C8H10Cl3O7
MAM03043c	trichloroethanol	Cytosol	C2H3Cl3O
MAM03044c	trichloroethene	Cytosol	C2HCl3
MAM03044e	trichloroethene	Extracellular	C2HCl3
MAM03045c	tricosanoic acid	Cytosol	C23H45O2
MAM03045l	tricosanoic acid	Lysosome	C23H45O2
MAM03045r	tricosanoic acid	Endoplasmic reticulum	C23H45O2
MAM03045e	tricosanoic acid	Extracellular	C23H45O2
MAM03046c	tricosanoylcarnitine	Cytosol	C30H59NO4
MAM03046r	tricosanoylcarnitine	Endoplasmic reticulum	C30H59NO4
MAM03047c	tricosanoyl-CoA	Cytosol	C44H76N7O17P3S
MAM03047x	tricosanoyl-CoA	Peroxisome	C44H76N7O17P3S
MAM03047r	tricosanoyl-CoA	Endoplasmic reticulum	C44H76N7O17P3S
MAM03048c	tridecanoyl-[ACP]	Cytosol	C24H45N2O8PRS
MAM03049c	tridecanoylcarnitine	Cytosol	C20H39NO4
MAM03049m	tridecanoylcarnitine	Mitochondria	C20H39NO4
MAM03049r	tridecanoylcarnitine	Endoplasmic reticulum	C20H39NO4
MAM03050c	tridecanoyl-CoA	Cytosol	C34H56N7O17P3S
MAM03050m	tridecanoyl-CoA	Mitochondria	C34H56N7O17P3S
MAM03050r	tridecanoyl-CoA	Endoplasmic reticulum	C34H56N7O17P3S
MAM03051c	tridecylic acid	Cytosol	C13H25O2
MAM03051l	tridecylic acid	Lysosome	C13H25O2
MAM03051r	tridecylic acid	Endoplasmic reticulum	C13H25O2
MAM03051e	tridecylic acid	Extracellular	C13H25O2
MAM03052c	triiodothyronine	Cytosol	C15H12I3NO4
MAM03052r	triiodothyronine	Endoplasmic reticulum	C15H12I3NO4
MAM03052e	triiodothyronine	Extracellular	C15H12I3NO4
MAM03053c	trimethylamine	Cytosol	C3H10N
MAM03054c	trimethylamine-N-oxide	Cytosol	C3H9NO
MAM03055c	trioxilin A3	Cytosol	C20H33O5
MAM03055x	trioxilin A3	Peroxisome	C20H33O5
MAM03055r	trioxilin A3	Endoplasmic reticulum	C20H33O5
MAM03056c	trioxilin B3	Cytosol	C20H33O5
MAM03057c	triphosphate	Cytosol	HO10P3
MAM03057m	triphosphate	Mitochondria	HO10P3
MAM03057n	triphosphate	Nucleus	HO10P3
MAM03058c	tRNA containing 5-aminomethyl-2-thiouridine	Cytosol	C5H6N3OSR
MAM03059c	tRNA containing 5-methylaminomethyl-2-thiouridylate	Cytosol	C6H8N3OSR
MAM03060c	tRNA containing 6-isopentenyladenosine	Cytosol	C5H9R
MAM03061c	tRNA containing N2-methylguanine	Cytosol	C6H6N5OR
MAM03062c	tRNA containing N7-methylguanine	Cytosol	C6H7N5OR
MAM03063c	tRNA(ala)	Cytosol	RH
MAM03064c	tRNA(arg)	Cytosol	RH
MAM03065c	tRNA(asn)	Cytosol	RH
MAM03066c	tRNA(asp)	Cytosol	RH
MAM03067c	tRNA(cys)	Cytosol	RH
MAM03068c	tRNA(gln)	Cytosol	RH
MAM03069c	tRNA(glu)	Cytosol	RH
MAM03070c	tRNA(gly)	Cytosol	RH
MAM03071c	tRNA(his)	Cytosol	RH
MAM03072c	tRNA(ile)	Cytosol	RH
MAM03073c	tRNA(leu)	Cytosol	RH
MAM03074c	tRNA(lys)	Cytosol	RH
MAM03075c	tRNA(met)	Cytosol	RH
MAM03076c	tRNA(phe)	Cytosol	RH
MAM03077c	tRNA(pro)	Cytosol	RH
MAM03078c	tRNA(ser)	Cytosol	RH
MAM03079c	tRNA(thr)	Cytosol	RH
MAM03080c	tRNA(trp)	Cytosol	RH
MAM03081c	tRNA(tyr)	Cytosol	RH
MAM03082c	tRNA(val)	Cytosol	RH
MAM03083c	tRNA	Cytosol	RH
MAM03084c	tRNA-guanine	Cytosol	C5H4N5OR
MAM03085c	tRNA-pseudouridine	Cytosol	C9H10N2O6R2
MAM03086c	tRNA-queuine	Cytosol	C12H14N5O3R
MAM03087c	tRNA-uridine	Cytosol	C9H10N2O6R2
MAM03088c	tryptamine	Cytosol	C10H13N2
MAM03089c	tryptophan	Cytosol	C11H12N2O2
MAM03089l	tryptophan	Lysosome	C11H12N2O2
MAM03089e	tryptophan	Extracellular	C11H12N2O2
MAM03090c	type I A glycolipid	Cytosol	C58H102N3O31RCO
MAM03090g	type I A glycolipid	Golgi apparatus	C58H102N3O31RCO
MAM03091c	type I B glycolipid	Cytosol	C56H99N2O31RCO
