rxns	rxnNames	formulas	grRules	subSystems
MAR00705		DHAP[x] + palmitoyl-CoA[x] => 1-palmitoyl-dihydroxyacetone-phosphate[x] + CoA[x]	ENSG00000116906	Ether lipid metabolism
MAR00706		1-palmitoyl-dihydroxyacetone-phosphate[x] + hexadecanol[x] => GO3P[x] + H+[x] + palmitate[x]	ENSG00000116906	Ether lipid metabolism
MAR00708		GO3P[c] + H+[c] + NADPH[c] => 1-hexadecylglycerol-3-phosphate[c] + NADP+[c]	ENSG00000116906	Ether lipid metabolism
MAR07598	1-Alkyl-2-acyl-sn-glycero-3-phosphate phosphohydrolase	2-acyl-1-alkyl-sn-glycero-3-phosphate[c] + H2O[c] => 1-alkyl-2-acylglycerol[c] + Pi[c]	ENSG00000067113 or ENSG00000101577 or ENSG00000105520 or ENSG00000117600 or ENSG00000129951 or ENSG00000132793 or ENSG00000134324 or ENSG00000141934 or ENSG00000147535 or ENSG00000162407 or ENSG00000203805	Ether lipid metabolism
MAR07600		1-alkyl-2-acylglycerol[c] + CDP-choline[c] => 1-radyl-2-acyl-sn-glycero-3-phosphocholine[c] + CMP[c] + H+[c]	ENSG00000111666 or ENSG00000134255	Ether lipid metabolism
MAR07602	Acyl-CoA:1-alkenylglycerophosphoethanolamine O-acyltransferase	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine[c] + acyl-CoA pool[c] => CoA[c] + O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c]	ENSG00000087253 or ENSG00000111684 or ENSG00000153395 or ENSG00000176454	Ether lipid metabolism
MAR07603	plasmenylethanolamine 2-acylhydrolase	H2O[c] + O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c] => 1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine[c] + H+[c] + fatty acid pool[c]	ENSG00000069764 or ENSG00000100078 or ENSG00000105499 or ENSG00000116711 or ENSG00000117215 or ENSG00000123739 or ENSG00000127472 or ENSG00000158786 or ENSG00000159337 or ENSG00000163803 or ENSG00000168907 or ENSG00000170890 or ENSG00000176485 or ENSG00000184381 or ENSG00000188089 or ENSG00000188257 or ENSG00000188784 or ENSG00000243708	Ether lipid metabolism
MAR07604		1-alkenyl-2-acylglycerol[c] + CDP-ethanolamine[c] <=> CMP[c] + H+[c] + O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c]	ENSG00000134255 or ENSG00000138018	Ether lipid metabolism
MAR07605		H2O[c] + O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c] => 2-acyl-1-(1-alkenyl)-sn-glycero-3-phosphate[c] + ethanolamine[c] + H+[c]	ENSG00000075651 or ENSG00000129219	Ether lipid metabolism
MAR07606	Lysoplasmalogen ethanolamine phosphohydrolase	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine[c] + H2O[c] => 1-(1-alkenyl)-sn-glycerol[c] + ethanolamine-phosphate[c] + H+[c]	ENSG00000164303	Ether lipid metabolism
MAR07607	1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine ethanolaminehydrolase	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine[c] + H+[c] + H2O[c] => 1-(1-alkenyl)-sn-glycero-3-phosphate[c] + ethanolamine[c]	ENSG00000136960	Ether lipid metabolism
MAR07610	CDP-choline:1-alkyl-2-acetylglycerol cholinephosphotransferase	1-alkyl-2-acetyl-sn-glycerol[c] + CDP-choline[c] <=> 2-acetyl-1-alkyl-sn-glycero-3-phosphocholine[c] + CMP[c] + H+[c]	ENSG00000111666 or ENSG00000134255	Ether lipid metabolism
MAR07614	Acyl-CoA:1-alkyl-sn-glycero-3-phosphocholine O-acyltransferase	1-organyl-2-lyso-sn-glycero-3-phosphocholine[c] + acyl-CoA pool[c] => 1-radyl-2-acyl-sn-glycero-3-phosphocholine[c] + CoA[c]	ENSG00000087253 or ENSG00000111684 or ENSG00000153395 or ENSG00000176454	Ether lipid metabolism
MAR07615	plasmanylcholine 2-acylhydrolase	1-radyl-2-acyl-sn-glycero-3-phosphocholine[c] + H2O[c] => 1-organyl-2-lyso-sn-glycero-3-phosphocholine[c] + H+[c] + fatty acid pool[c]	ENSG00000069764 or ENSG00000100078 or ENSG00000105499 or ENSG00000116711 or ENSG00000117215 or ENSG00000123739 or ENSG00000127472 or ENSG00000158786 or ENSG00000159337 or ENSG00000163803 or ENSG00000168907 or ENSG00000170890 or ENSG00000176485 or ENSG00000184381 or ENSG00000188089 or ENSG00000188257 or ENSG00000188784 or ENSG00000243708	Ether lipid metabolism
MAR07200		[protein]-L-serine[r] + UDP-xylose[r] => H+[r] + UDP[r] + Xyl-L-Ser-[protein][r]	ENSG00000015532 or ENSG00000103489	Chondroitin / heparan sulfate biosynthesis
MAR07202		UDP-galactose[g] + Xyl-L-Ser-[protein][g] => Gal-Xyl-L-Ser-[protein][g] + H+[g] + UDP[g]	ENSG00000027847	Chondroitin / heparan sulfate biosynthesis
MAR07203		Gal-Xyl-L-Ser-[protein][g] + UDP-galactose[g] => Gal2-Xyl-L-Ser-[protein][g] + H+[g] + UDP[g]	ENSG00000176022	Chondroitin / heparan sulfate biosynthesis
MAR07205		Gal2-Xyl-L-Ser-[protein][g] + UDP-glucuronate[g] => 3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein[g] + H+[g] + UDP[g]	ENSG00000109956 or ENSG00000112309 or ENSG00000149541	Chondroitin / heparan sulfate biosynthesis
MAR07206		3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein[g] + UDP-N-acetyl-D-galactosamine[g] => chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))[g] + H+[g] + UDP[g]	ENSG00000147408 or ENSG00000169826	Chondroitin / heparan sulfate biosynthesis
MAR07207		3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein[g] + UDP-N-acetylglucosamine[g] => H+[g] + heparan sulfate, precursor 1[g] + UDP[g]	ENSG00000012232 or ENSG00000162694	Chondroitin / heparan sulfate biosynthesis
MAR07208		heparan sulfate, precursor 1[g] + UDP-glucuronate[g] => H+[g] + heparan sulfate, precursor 2[g] + UDP[g]	ENSG00000151348 and ENSG00000182197	Chondroitin / heparan sulfate biosynthesis
MAR07209		heparan sulfate, precursor 2[g] + UDP-N-acetylglucosamine[g] => H+[g] + heparan sulfate, precursor 3[g] + UDP[g]	(ENSG00000151348 and ENSG00000182197) or ENSG00000012232 or ENSG00000158008	Chondroitin / heparan sulfate biosynthesis
MAR07210		heparan sulfate, precursor 3[g] + UDP-glucuronate[g] => H+[g] + heparan sulfate, precursor 4[g] + UDP[g]	ENSG00000151348 and ENSG00000182197	Chondroitin / heparan sulfate biosynthesis
MAR07211		heparan sulfate, precursor 4[g] + UDP-N-acetylglucosamine[g] => H+[g] + heparan sulfate, precursor 5[g] + UDP[g]	(ENSG00000151348 and ENSG00000182197) or ENSG00000012232 or ENSG00000158008	Chondroitin / heparan sulfate biosynthesis
MAR07212		heparan sulfate, precursor 5[g] + UDP-glucuronate[g] => H+[g] + heparan sulfate, precursor 6[g] + UDP[g]	ENSG00000151348 and ENSG00000182197	Chondroitin / heparan sulfate biosynthesis
MAR07213		heparan sulfate, precursor 6[g] + UDP-N-acetylglucosamine[g] => H+[g] + heparan sulfate, precursor 7[g] + UDP[g]	(ENSG00000151348 and ENSG00000182197) or ENSG00000012232 or ENSG00000158008	Chondroitin / heparan sulfate biosynthesis
MAR07214		heparan sulfate, precursor 7[g] + UDP-glucuronate[g] => H+[g] + heparan sulfate, precursor 8[g] + UDP[g]	ENSG00000151348 and ENSG00000182197	Chondroitin / heparan sulfate biosynthesis
MAR07215		heparan sulfate, precursor 8[g] + UDP-N-acetylglucosamine[g] => H+[g] + heparan sulfate, precursor 9[g] + UDP[g]	(ENSG00000151348 and ENSG00000182197) or ENSG00000012232 or ENSG00000158008	Chondroitin / heparan sulfate biosynthesis
MAR07216		4 H2O[g] + heparan sulfate, precursor 9[g] + 4 PAPS[g] => 4 acetate[g] + 4 H+[g] + heparan sulfate, precursor 10[g] + 4 PAP[g]	ENSG00000070614 or ENSG00000138653 or ENSG00000164100 or ENSG00000166507	Chondroitin / heparan sulfate biosynthesis
MAR07217	heparosan-N-sulfate-D-glucuronate glucurono-5-epimerase	heparan sulfate, precursor 10[g] => heparan sulfate, precursor 11[g]	ENSG00000138604	Chondroitin / heparan sulfate biosynthesis
MAR07218		heparan sulfate, precursor 11[g] + 2 PAPS[g] => 2 H+[g] + heparan sulfate, precursor 12[g] + 2 PAP[g]	ENSG00000153936	Chondroitin / heparan sulfate biosynthesis
MAR07219		heparan sulfate, precursor 12[g] + 3 PAPS[g] => 3 H+[g] + heparan sulfate, precursor 13[g] + 3 PAP[g]	ENSG00000136720 or ENSG00000171004 or ENSG00000185352	Chondroitin / heparan sulfate biosynthesis
MAR07220		heparan sulfate, precursor 13[g] + PAPS[g] => H+[g] + heparan sulfate, precursor 14[g] + PAP[g]	ENSG00000002587 or ENSG00000182601 or ENSG00000249853	Chondroitin / heparan sulfate biosynthesis
MAR07221		heparan sulfate, precursor 14[g] + PAPS[g] => H+[g] + heparan sulfate, precursor 15[g] + PAP[g]	ENSG00000122254 or ENSG00000182601 or ENSG00000249853	Chondroitin / heparan sulfate biosynthesis
MAR07222		heparan sulfate, precursor 15[g] + PAPS[g] => H+[g] + heparan sulfate proteoglycan[g] + PAP[g]	ENSG00000002587 or ENSG00000125430 or ENSG00000153976 or ENSG00000162040 or ENSG00000182601 or ENSG00000249853	Chondroitin / heparan sulfate biosynthesis
MAR07490		chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1[g] + 2 PAPS[g] => chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2[g] + 2 H+[g] + 2 PAP[g]		Chondroitin / heparan sulfate biosynthesis
MAR07491		chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))[g] + 2 PAPS[g] => chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1[g] + 2 H+[g] + 2 PAP[g]	ENSG00000136213 or ENSG00000169105 or ENSG00000171310 or ENSG00000180767	Chondroitin / heparan sulfate biosynthesis
MAR07492		chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1[g] + 2 PAPS[g] => chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2[g] + 2 H+[g] + 2 PAP[g]	ENSG00000147119	Chondroitin / heparan sulfate biosynthesis
MAR07493		chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2[g] + UDP-glucuronate[g] => chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3[g] + H+[g] + UDP[g]	ENSG00000033100 or ENSG00000123989 or ENSG00000131873 or ENSG00000198108	Chondroitin / heparan sulfate biosynthesis
MAR07494		chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3[g] + UDP-N-acetylglucosamine[g] => chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4[g] + H+[g] + UDP[g]	ENSG00000123989 or ENSG00000131873 or ENSG00000147408 or ENSG00000169826 or ENSG00000198108	Chondroitin / heparan sulfate biosynthesis
MAR07495		chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1[g] + UDP-glucuronate[g] => chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2[g] + H+[g] + UDP[g]	ENSG00000033100 or ENSG00000123989 or ENSG00000131873 or ENSG00000198108	Chondroitin / heparan sulfate biosynthesis
MAR07496		chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2[g] + UDP-N-acetylglucosamine[g] => chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3[g] + H+[g] + UDP[g]	ENSG00000123989 or ENSG00000131873 or ENSG00000147408 or ENSG00000169826 or ENSG00000198108	Chondroitin / heparan sulfate biosynthesis
MAR07497		chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3[g] => chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4[g]		Chondroitin / heparan sulfate biosynthesis
MAR07498		chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3[g] + PAPS[g] => chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan[g] + H+[g] + PAP[g]	ENSG00000136213 or ENSG00000169105 or ENSG00000171310 or ENSG00000180767	Chondroitin / heparan sulfate biosynthesis
MAR07509		chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4[g] + PAPS[g] => chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5[g] + H+[g] + PAP[g]	ENSG00000136213 or ENSG00000169105 or ENSG00000171310 or ENSG00000180767	Chondroitin / heparan sulfate biosynthesis
MAR07510		chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5[g] + PAPS[g] => chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan[g] + H+[g] + PAP[g]	ENSG00000111817 or ENSG00000111962	Chondroitin / heparan sulfate biosynthesis
MAR07519		chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))[g] + 2 PAPS[g] => chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1[g] + 2 H+[g] + 2 PAP[g]	ENSG00000122863 or ENSG00000147119 or ENSG00000182022	Chondroitin / heparan sulfate biosynthesis
MAR07520		chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1[g] + UDP-glucuronate[g] => chondroitin sulfate C (GalNAc6S-GlcA), precursor 2[g] + H+[g] + UDP[g]	ENSG00000033100 or ENSG00000123989 or ENSG00000131873 or ENSG00000198108	Chondroitin / heparan sulfate biosynthesis
MAR07521		chondroitin sulfate C (GalNAc6S-GlcA), precursor 2[g] + UDP-N-acetylglucosamine[g] => chondroitin sulfate C (GalNAc6S-GlcA), precursor 3[g] + H+[g] + UDP[g]	ENSG00000123989 or ENSG00000131873 or ENSG00000147408 or ENSG00000169826 or ENSG00000198108	Chondroitin / heparan sulfate biosynthesis
MAR07522		chondroitin sulfate C (GalNAc6S-GlcA), precursor 3[g] + PAPS[g] => chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan[g] + H+[g] + PAP[g]	ENSG00000122863 or ENSG00000147119 or ENSG00000182022	Chondroitin / heparan sulfate biosynthesis
MAR07534		chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1[g] + PAPS[g] => chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2[g] + H+[g] + PAP[g]	ENSG00000111962	Chondroitin / heparan sulfate biosynthesis
MAR07535		chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2[g] + UDP-glucuronate[g] => chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3[g] + H+[g] + UDP[g]	ENSG00000033100 or ENSG00000123989 or ENSG00000131873 or ENSG00000198108	Chondroitin / heparan sulfate biosynthesis
MAR07536		chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3[g] + UDP-N-acetylglucosamine[g] => chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4[g] + H+[g] + UDP[g]	ENSG00000123989 or ENSG00000131873 or ENSG00000147408 or ENSG00000169826 or ENSG00000198108	Chondroitin / heparan sulfate biosynthesis
MAR07537		chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4[g] + PAPS[g] => chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 5[g] + H+[g] + PAP[g]	ENSG00000122863 or ENSG00000147119 or ENSG00000182022	Chondroitin / heparan sulfate biosynthesis
MAR07538		chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 5[g] + PAPS[g] => chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan[g] + H+[g] + PAP[g]	ENSG00000111962	Chondroitin / heparan sulfate biosynthesis
MAR07551		chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4[g] + PAPS[g] => chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a[g] + H+[g] + PAP[g]	ENSG00000136213 or ENSG00000169105 or ENSG00000171310 or ENSG00000180767	Chondroitin / heparan sulfate biosynthesis
MAR07552		chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4[g] + PAPS[g] => chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b[g] + H+[g] + PAP[g]	ENSG00000122863 or ENSG00000147119 or ENSG00000182022	Chondroitin / heparan sulfate biosynthesis
MAR07553		chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a[g] + PAPS[g] => chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan[g] + H+[g] + PAP[g]	ENSG00000147119	Chondroitin / heparan sulfate biosynthesis
MAR07554		chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b[g] + PAPS[g] => chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan[g] + H+[g] + PAP[g]		Chondroitin / heparan sulfate biosynthesis
MAR07501		chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan[l] + H2O[l] => [protein]-L-serine[l] + chondroitin sulfate A (GalNAc4S-GlcA), free chain[l]		Chondroitin sulfate degradation
MAR07502		chondroitin sulfate A (GalNAc4S-GlcA), free chain[l] + H2O[l] => chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1[l] + H+[l] + sulfate[l]	ENSG00000113273	Chondroitin sulfate degradation
MAR07503		chondroitin sulfate A (GalNAc4S-GlcA), free chain[l] + 2 H2O[l] => chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2[l] + H+[l] + N-acetylgalactosamine[l] + sulfate[l]	ENSG00000049860 or ENSG00000068001 or ENSG00000106302 or ENSG00000106304 or ENSG00000114378 or ENSG00000169660 or ENSG00000186792 or ENSG00000213614	Chondroitin sulfate degradation
MAR07504		chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1[l] + H2O[l] => chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2[l] + N-acetylgalactosamine[l]	ENSG00000049860 or ENSG00000169660 or ENSG00000213614	Chondroitin sulfate degradation
MAR07505		chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2[l] + H2O[l] => chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3[l] + glucuronate[l]	ENSG00000133116 or ENSG00000169919	Chondroitin sulfate degradation
MAR07506		chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3[l] + H2O[l] => chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4[l] + H+[l] + sulfate[l]	ENSG00000113273	Chondroitin sulfate degradation
MAR07507		chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4[l] + H2O[l] => chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5[l] + N-acetylgalactosamine[l]	ENSG00000049860 or ENSG00000068001 or ENSG00000106302 or ENSG00000106304 or ENSG00000114378 or ENSG00000169660 or ENSG00000186792 or ENSG00000213614	Chondroitin sulfate degradation
MAR07508		chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5[l] + 4 H2O[l] => D-xylose[l] + 2 galactose[l] + glucuronate[l] + H+[l] + sulfate[l]		Chondroitin sulfate degradation
MAR07513		chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan[l] + H2O[l] => [protein]-L-serine[l] + chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), free chain[l]		Chondroitin sulfate degradation
MAR07514		chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), free chain[l] + H2O[l] => chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1[l] + H+[l] + sulfate[l]	ENSG00000113273	Chondroitin sulfate degradation
MAR07515		chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), free chain[l] + 2 H2O[l] => chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2[l] + H+[l] + N-acetylgalactosamine[l] + sulfate[l]	ENSG00000049860 or ENSG00000068001 or ENSG00000106302 or ENSG00000106304 or ENSG00000114378 or ENSG00000169660 or ENSG00000186792 or ENSG00000213614	Chondroitin sulfate degradation
MAR07516		chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1[l] + H2O[l] => chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2[l] + N-acetylgalactosamine[l]	ENSG00000049860 or ENSG00000169660 or ENSG00000213614	Chondroitin sulfate degradation
MAR07517		chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2[l] + H2O[l] => chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3[l] + H+[l] + sulfate[l]	ENSG00000010404	Chondroitin sulfate degradation
MAR07518		chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3[l] + H2O[l] => chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3[l] + L-iduronic acid[l]	ENSG00000127415	Chondroitin sulfate degradation
MAR07525		chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan[l] + H2O[l] => [protein]-L-serine[l] + chondroitin sulfate C (GalNAc6S-GlcA), free chain[l]		Chondroitin sulfate degradation
MAR07526		chondroitin sulfate C (GalNAc6S-GlcA), free chain[l] + H2O[l] => chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1[l] + H+[l] + sulfate[l]	ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386	Chondroitin sulfate degradation
MAR07527		chondroitin sulfate C (GalNAc6S-GlcA), free chain[l] + 2 H2O[l] => chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2[l] + H+[l] + N-acetylgalactosamine[l] + sulfate[l]	ENSG00000049860 or ENSG00000169660 or ENSG00000213614	Chondroitin sulfate degradation
MAR07528		chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1[l] + H2O[l] => chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2[l] + N-acetylgalactosamine[l]	ENSG00000049860 or ENSG00000169660 or ENSG00000213614	Chondroitin sulfate degradation
MAR07529		chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2[l] + H2O[l] => chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3[l] + glucuronate[l]	ENSG00000133116 or ENSG00000169919	Chondroitin sulfate degradation
MAR07530		chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3[l] + H2O[l] => chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4[l] + H+[l] + sulfate[l]	ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386	Chondroitin sulfate degradation
MAR07531		chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3[l] + 2 H2O[l] => chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5[l] + H+[l] + N-acetylgalactosamine[l] + sulfate[l]	ENSG00000049860 or ENSG00000169660 or ENSG00000213614	Chondroitin sulfate degradation
MAR07532		chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4[l] + H2O[l] => chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5[l] + N-acetylgalactosamine[l]	ENSG00000049860 or ENSG00000169660 or ENSG00000213614	Chondroitin sulfate degradation
MAR07533		chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5[l] + 4 H2O[l] => D-xylose[l] + 2 galactose[l] + glucuronate[l] + H+[l] + sulfate[l]		Chondroitin sulfate degradation
MAR07541		chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan[l] + H2O[l] => [protein]-L-serine[l] + chondroitin sulfate D (GlcNAc6S-GlcA2S), free chain[l]		Chondroitin sulfate degradation
MAR07542		chondroitin sulfate D (GlcNAc6S-GlcA2S), free chain[l] + H2O[l] => chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1[l] + H+[l] + sulfate[l]	ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386	Chondroitin sulfate degradation
MAR07543		chondroitin sulfate D (GlcNAc6S-GlcA2S), free chain[l] + 2 H2O[l] => chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2[l] + H+[l] + N-acetylgalactosamine[l] + sulfate[l]	ENSG00000049860 or ENSG00000169660 or ENSG00000213614	Chondroitin sulfate degradation
